number,name,contact,website_link,latitude,longitude,address,ownership,type_of_hospital,specialized_hospital,medical_college,avaleabale_bed,cost_ratings,service_ratings,icu_iccu,nicu,online_survice,emergency_suppory,ambulence_support,basic_ambulence,motorcycle-ambulance,neonatology_ambulence,life_support_ambulance,advanced_life_support_ambulance,source
546,CURE Specialized hospital ltd,,,23.77794,90.3995,109 Bir Uttam Ziaur Rahman Rd,Private hospital,Hospital,all,0,,,2.4,,,,,,,,,,,
547,Aurora Specialized Hospital Ltd.,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.77794,90.3995,19/1 Khulna Trade Square opposite Karnafuli Garden City Bir Uttam Samsul Alam Sarak Kakrail,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
548,Millennium Specialized Hospital Ltd.,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.77794,90.3995,·,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
549,MEDILIFE SPECIALIZED HOSPITAL LTD,,,23.77794,90.3995,4 Mitford Tower 5 Mitford Rd,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
550,Bangladesh Trauma Specialized Hospital,,⋅ Opens 8 AM Wed,23.77794,90.3995,Q999+V29,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
551,BANGLADESH SPINE & ORTHOPAEDIC GENERAL HOSPITAL,,_,23.77815,90.3605,10 Mirpur Rd Dhaka 1207 Bangladesh,Private hospital,Hospital,Orthopedic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
552,Ibn Sina Medical College Hospital,10615 +88 09610010615,ibnsinatrust.com,23.77833,90.3618,Kallyanpur Dhaka 1216 Bangladesh,Private hospital,Medical college hospital,all,1,,3.2,4.2,1,1,1,1,1,1,1,1,1,1,ibnsinatrust.com
553,Level 5 Doctors,,,23.77849,90.3612,Rd Number 4,Private hospital,Diagnostic,heart,0,,,,,,,,,,,,,,
554,mita clinic,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.77897,90.428,1212 Madhya Badda Bazar Rd,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
555,Japan Medical Center (Middle Badda Branch),,_,23.77981,90.4237,Middle Badda Dhaka 1212 Bangladesh,Private hospital,Clinic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
556,Life Aid Family Vaccination,,,23.78014,90.3606,House#25 Road #12 Sector#03 2nd floor Uttara. Dhaka 1230 Dhaka,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
557,Renaissance Hospital & Research Institute Ltd.,,,23.78021,90.3542,4/A Road No. 4A,Private hospital,Hospital,all,0,,,3.6,,,,,,,,,,,
558,Alit daigunesti sentar,,,23.78025,90.4102,Q9CR+F2R Bir Uttam Ziaur Rahman Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
559,RAFA MEDICAL SERVICES,01715-090807,https://dactarachen.com/en/hospital/299/rafa-medical-services-dhaka,23.78043,90.4078,50 Bir Uttam AK Khandakar Rd Dhaka 1212 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.4,4,0,0,0,0,1,1,1,0,0,0,https://dactarachen.com/en/hospital/299/rafa-medical-services-dhaka
560,Doctors support Centre,,,23.78046,90.4055,74 B/A Wierless Gate Mohakhali C/A ঢাকা,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
561,Lab Aid Limited (Badda),01766-660208,https://labaid.com.bd/,23.78055,90.4267,Badda Dhaka Bangladesh,Private hospital,Hospital,all,0,,3.5,4,0,0,0,0,1,1,1,0,0,0,https://labaid.com.bd/
562,Lifeline Medical Service Ltd,,,23.78056,90.4055,Rahman Mansion 75 Wireless Gate,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
563,Bumrungrad International Hospital Bangladesh,,https://www.bumrungradbangladesh.com/,23.78061,90.3994,154 Rd 11,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
564,Al Sami Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.78066,90.4263,Adarsh Nagar Rd,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
565,Al-Sami Hospital Collection Booth,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.78066,90.4263,P-2/2 South Badda Badda,Private hospital,Medical college hospital,all,1,,,4,,,,,,,,,,,
566,STS Life Care Center,,,23.78074,90.4053,House No-3 Level-3 Sima Blossom Road No-16 Dhanmondi,Private hospital,Diagnostic,Diagnostic,0,,,5,,,,,,,,,,,
567,BIEDEM (BIHS) Gulshan,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.78074,90.4126,building 19 20 Rd 113,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
568,Gulshan shasthoseba kendra,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.78074,90.4126,QCR9+2V3 Rd No 113/A,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
569,Life Care Medical Center,,,23.78074,90.4053,JA 28 8-D Bir Uttam AK Khandakar Rd,Private hospital,Clinic,all,0,,,4.5,,,,,,,,,,,
570,Euro-Bangla Heart Hospital,,,23.75375403757465 90.36749358105313,90.36749,5/7 Lalmatia Girls College Rd,Private hospital,Diagnostic,Heart,0,,,3.6,,,,,,,,,,,
571,Sara Medical Center,,http://sara-medical.com/,23.78143,90.4235,World Business Centrum 76/A 1213 Road No. 11,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
572,SURECELL MEDICAL (BD) LIMITED,09612-667777,surecellbd.com,23.78151,90.416,Plot 2 Rd 21 Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,3,4.3,0,0,0,0,1,1,1,0,0,0,surecellbd.com
573,Bangladesh Thalassemia & Cancer Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.78173,90.3513,House-6 Banasree Main Rd,Private hospital,Hospital,all,0,,,1,,,,,,,,,,,
574,Bangladesh Eye Hospital Mirpur,,http://mirpur.bdeyehospital.com/,23.78173,90.3513,Sumi Tower 66 Zoo Road,Private hospital,Hospital,Eye,0,,,4.7,,,,,,,,,,,
575,Sahic (Institute of Public Health ),,https://sahic.org/,23.78217,90.407,Institute of Public Health Road,Private hospital,Hospital,all,0,,,4.4,,,,,,,,,,,
576,Bangladesh Institute Of Health Sciences (BIHS) General,01783-917151,_,23.78218,90.3527,125 1 Darus Salam Rd Dhaka 1216 Bangladesh,Government hospital,Hospital,all,0,650,3,4.1,1,1,0,1,1,1,1,1,1,1,
577,Asgar Ali Hospital - Finance Department,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.78218,90.4074,PC5F+555 Distilary Rd,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
578,Ibn Sina Diagnostic and Consultation Centre Badda,10615 +88 09610010615,ibnsinatrust.com,23.78319,90.4257,Cha-72/1 Progoti Soroni Dhaka 1212 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,4.2,1,1,1,1,1,1,1,1,1,1,ibnsinatrust.com
579,IBN SINA MEDICAL CHECK-UP UNIT,01847-262990,www.ibnsinamedicalbd.com,23.7832,90.4255,A J Heights Bir Uttam Rafiqul Islam Ave Dhaka 1212 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3,0,0,0,0,1,1,1,0,0,0,www.ibnsinamedicalbd.com
580,AMZ Hospital LTD,1847331047,wp.amzhospitalbd.com,23.78427,90.426,Uttar Badda Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,3.2,4.2,0,0,1,1,1,1,1,0,0,0,wp.amzhospitalbd.com
581,Brothers Telecom & Servicing Centre,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.78428,90.4269,,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
582,BADDA GENERAL HOSPITAL.,,_,23.78449,90.4255,107/2 Uttar Badda Progoti Sarani QCHG+MHV Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
583,Badda General Hospital Pvt. Ltd.,,,23.78453,90.4258,QCHG+MHV 107/2 Uttar Badda Progoti Sarani,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
584,Ahsania Mission Cancer and General Hospital - AMCGH,,http://www.amcghbd.org/,23.78453,90.4258,Plot-03  Embankment Drive Way Sector-10  Uttara Model Town,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
585,T&T Colony Clinic,,,23.78514,90.3568,,Government hospital,Clinic,all,0,,,,,,,,,,,,,,
586,Dr Rokeya's Clinic,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.7856,90.4237,QCJH+7PG,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
587,napa medical hall,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.78684,90.4294,222alir mour Satarkul Rd,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
588,Sultan General Hospital,,http://sultangeneralhospital.com/,23.78703,90.3478,84 Dhaka - Mymensingh Hwy,Government hospital,Hospital,all,0,,,4,,,,,,,,,,,
589,National Healthcare Network Ibrahim General Hospital Birdem Mirpur,,http://www.nhn-dab.org.bd/,23.78703,90.3478,Commercial Plot No: 27-28 Main Road 01 mirpur,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
590,Sebika General Hospital,,,23.78703,90.3478,Q9F8+442 Pisciculture Housing Society,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
591,Dhaka Crown Medical Centre,02-8832224,http://www.dhakacrownmedicalbd.com/,23.78705,90.4256,Fuji Tower (1st Floor) Cha-87/C North Badda Dhaka-1212 ???? 1212 Bangladesh,Private hospital,Diagnostic,all,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,http://www.dhakacrownmedicalbd.com/
592,Dogma Hospital Ltd,01921-088076,http://www.dogmahospital.com/,23.78758,90.4256,88/1 Cha Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,http://www.dogmahospital.com/
593,Shaheed Suhrawardy Medical College and Hospital,,http://www.shsmc.gov.bd/,23.78825,90.3539,,Government hospital,Medical college hospital,all,1,,,4.2,,,,,,,,,,,
594,MH Samorita Hospital & Medical College,,http://www.mhsamorita.edu.bd/,23.78825,90.3539,117 Love Rd,Private hospital,Medical college hospital,all,1,,,4.1,,,,,,,,,,,
595,Shaheed Monsur Ali Medical College and Hospital,,http://www.smamedicalcollege-bd.com/,23.78825,90.3539,House 26 & 26A Road No. 10A,Private hospital,Medical college hospital,all,1,,,4.1,,,,,,,,,,,
596,Anwer Khan Modern Medical College Hospital,,http://akmmch.com/,23.78825,90.3539,house-17 Rd No. 8,Private hospital,Medical college hospital,all,1,,,3.9,,,,,,,,,,,
597,Essence Homoeopathy Medical Center,01817-014540,_,23.78866,90.4088,House#74 House#74 7 Rd No 7 Dhaka 1212 Bangladesh,Private hospital,Diagnostic,all,0,,3,3,0,0,0,0,1,1,1,0,0,0,
598,LABAID GULSHAN,,http://labaidgroup.com/specialized,23.78943,90.4163,House # 13/A(4th Floor Road#35,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
599,Mohaimid Medical Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.7896,90.3874,মাদানী সরণি,Private hospital,Hospital,all,0,,,2.7,,,,,,,,,,,
600,Dr. A R Khan Hospital Pathology Unit,1977255680,_,23.78969,90.3416,45 Harirampur Darussalam Mirpur Dhaka 1216 Bangladesh,Private hospital,Hospital,all,0,,3,3.1,0,0,0,0,1,1,1,0,0,0,
601,Dr. A R Khan Hospital Dental Unit,1977255680,_,23.78969,90.3416,45 Harirampur Darussalam Mirpur Dhaka 1216 Bangladesh,Private hospital,Hospital,Dental,0,,3,3.1,0,0,0,0,1,1,1,0,0,0,
602,Cure Medical Center,,,23.79008,90.4249,16 Rd No 16 Dhaka 1212 Rd 16,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
603,CONFIDENCE DIAGNOSTIC LTD,,_,23.79056,90.3754,820 Mamun Tower Shewrapara Bus Stand (West Side) ???? Bangladesh,Private hospital,Diagnostic,Dental,0,,_,_,0,0,0,0,1,1,1,0,0,0,
604,Parkway Health DMRC,,,23.79057,90.407,Suit B-3 Level 4 House 10 Rd 53,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
605,Aalo Clinic Karail,,,23.79108,90.3754,South of Banani Ansar Camp Karail Jamai Bazar,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
606,Prescription Point Ltd. Badda Branch,,_,23.79115,90.4082,Block-E ???? 1212 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
607,H.A.F General Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79119,90.4285,QCQG+575,Private hospital,Hospital,all,0,,,3.2,,,,,,,,,,,
608,Sunnah Prescription Point,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79138,90.4081,QCQF+WV3,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
609,ZAINUL HAQUE SIKDER WOMEN'S MEDICAL COLLEGE & HOSPITAL (PVT.) LTD.,,http://www.sikderhospital.net/,23.7915,90.4204,ZAINUL HAQUE SIKDER WOMEN'S MEDICAL COLLEGE & HOSPITAL (PVT.) LTD House # 5 Rd 104,Private hospital,Medical college hospital,all,1,,,4.1,,,,,,,,,,,
610,NAFA MEDICAL CENTRE,09612-441155,https://www.nafamedicalbd.com/,23.79189,90.4014,House # 30 Road # 4 Block # C Banani Dhaka 1213 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.4,0,0,0,0,1,1,1,0,0,0,https://www.nafamedicalbd.com/
611,Gulshan Clinic Ltd.,,_,23.7919,90.4249,13/ GA Progoti Sarani Dhaka 1212 Bangladesh,Private hospital,Clinic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
612,Al Ghofily Medical centre,,_,23.7921,90.4087,17/A Road No. 17A Dhaka 1213 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
613,Thyrocare Bangladesh Limited,,_,23.79259,90.4242,Confidence Centre (12th floor) Kha-9 Pragoti Prof. Abdullah Sarani Dhaka 1212 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
614,Rahman Diagnostic & Consultation Center,01918-737979,_,23.79276,90.2708,Q7VC+485 Hemayetpur Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,3,0,0,0,0,1,1,1,0,0,0,
615,GULF MEDICAL CENTRE LTD.,02 222276324,https://www.gulfmedicalbd.com/,23.79282,90.4056,House # 17 Road # 17 Block # D) Banani Dhaka-1213 Bangladesh Tel: 880-2-9894653 Dhaka ???? 1212 Bangladesh,Private hospital,Diagnostic,all,0,,3,3.5,0,0,0,0,1,1,1,0,0,0,https://www.gulfmedicalbd.com/
616,Aalok Healthcare Ltd,10672,https://www.aalokhealthcare.com/,23.79306,90.3883,4th & 5th Floor Rajanigandha Tower Kachukhet Rd Dhaka 1206 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,https://www.aalokhealthcare.com/
617,Praava Health Bangladesh Ltd.,,_,23.79335,90.4024,Plot 9 Rd No 17 Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
618,Praava Health Bangladesh Ltd,,_,23.79335,90.4024,Plot 9 Rd No 17 Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
619,Al-Falah Medicom Clinic (Pvt.) Ltd.,02 9881107 9894462,https://www.alfalahmedicalbd.com/,23.79337,90.4005,Kakoli Foot-Overbridge Dhaka 1212 Bangladesh,Private hospital,Clinic,all,0,,3.2,3.7,0,0,0,0,1,1,1,0,0,0,https://www.alfalahmedicalbd.com/
620,Medison Medical Services Limited.,,_,23.7934,90.4035,Rangs Paramount 2 1st Floor House - 11 Road - 17 Block - K ???? 1213 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
621,twelve rivers trust,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79341,90.4085,Flat-6C H-7 Rd 33,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
622,Pushpo Clinic(Medical Check-up Center),01711-484819,www.pushpomedicalbd.com,23.79372,90.4007,H/101 Kakoli Dhaka - Mymensingh Hwy Mymensingh Hwy Dhaka 1212 Dhaka 1212 Bangladesh,Private hospital,Clinic,all,0,,3,3.5,0,0,0,0,1,1,1,0,0,0,www.pushpomedicalbd.com
623,Lab Aid Hospital,,,23.79427,90.4129,PC89+W4G,Private hospital,Hospital,all,0,,,3.5,,,,,,,,,,,
624,The Labaid Hospital,,,23.79427,90.4129,PC8H+52P MollaTowar Soy Tala Bus stand Jamghora Ashulia,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
625,Chandshi Medical Centre Ltd,1918129245,_,23.79439,90.4091,Block � k House # 16 Rd No.28 Dhaka 1213 Bangladesh,Private hospital,Diagnostic,all,0,,3,2.8,0,0,0,0,1,1,1,0,0,0,
626,Combined Hospital Ltd,01704-741633,_,23.79448,90.3856,1090 1 Ibrahimpur Bazar Rd Dhaka Bangladesh,Private hospital,Hospital,all,0,,3.5,3.5,0,0,0,0,1,1,1,0,0,0,
627,Aalok Healthcare Ltd (Mirpur-1),10672,https://aalokhealthcare.com/branch_two.php,23.79458,90.3534,21 Darus Salam Rd Dhaka 1216 Bangladesh,Private hospital,Diagnostic,all,0,,3.5,3.5,0,0,0,0,1,1,1,0,0,0,https://aalokhealthcare.com/branch_two.php
628,AL- Humayra Health Centre Ltd.,2222294532,https://www.al-humyramedicalbd.com/,23.79535,90.4246,H.No 6 1st And 2nd Floor Block J 2/B Road Baridhara Batara Dhaka 1212 Bangladesh,Private hospital,Diagnostic,all,0,,3,4,1,0,0,1,1,1,1,0,0,0,https://www.al-humyramedicalbd.com/
629,Diabari Health Center,,,23.79548,90.3417,·,Private hospital,Hospital,all,0,,,4.8,,,,,,,,,,,
630,Upasham Health Point (Pvt.) Ltd.,01932-200200,https://upashamdhaka.com/,23.79551,90.4255,H-14 R-2/B J Block Baridhara Vatara Dhaka-1212 Dhaka Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,3,3.8,0,0,0,0,1,1,1,0,0,0,https://upashamdhaka.com/
631,Banani Clinic Limited,,https://m.facebook.com/bananihospital/,23.79567,90.4011,Block-C House # 116 Rd No-15,Private hospital,Clinic,all,0,,,4,,,,,,,,,,,
632,Banani Clinic Ltd.,,,23.79567,90.4011,QCC4+WQJ Rd No 13C,Private hospital,Clinic,all,0,,,4,,,,,,,,,,,
633,Banani Clinic Ltd,,https://m.facebook.com/bananihospital/,23.79567,90.4011,Block-C House # 116 Rd No-15,Private hospital,Clinic,all,0,,,4,,,,,,,,,,,
634,SAIC DIGITAL DIAGNOSTIC LAB,,_,23.79601,90.3531,10 Chand Plaza ???? 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
635,Madani Hospital Ltd.,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79623,90.4189,1016 Vhatara Rd,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
636,REMICON HEALTH SERVICES LTD,01978-000730,remicon-health-services-ltd.business.site,23.79657,90.3873,9 14 Kachukhet Rd Dhaka 1206 Bangladesh,Private hospital,Clinic,all,0,,3,3,0,0,0,0,1,1,1,0,0,0,remicon-health-services-ltd.business.site
637,Mirpur Holy Crescent Hospital (Pvt) Ltd.,,_,23.79663,90.3505,195 Mazar Rd Dhaka 1216 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
638,Crescent Hospital Limited,,,23.79683,90.3521,22/2 Mirpur Rd,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
639,Mirpur Holy Crescent Hospital (Pvt.) Ltd.,,,23.79683,90.3521,195 Mazar Rd,Private hospital,Hospital,all,0,,,3.6,,,,,,,,,,,
640,Gulshan Maa O Shishu Clinic Ltd.,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.79696,90.4254,Yes,Private hospital,Clinic,all,0,,,4.5,,,,,,,,,,,
641,Gulshan Maa O Shishu Clinic Limited,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79696,90.4254,QCWG+R5Q Kolotan School Rd,Private hospital,Clinic,all,0,,,3.6,,,,,,,,,,,
642,Medison Diagnostic Center,01878-051011,https://medison-diagnostic-center.business.site/,23.79714,90.3531,#3 Darus Salam Rd Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,https://medison-diagnostic-center.business.site/
643,PCOS Centre Bangladesh,,,23.79726,90.3718,Flat 4C House PeriWinkle 12 Rd 126,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
644,Universal Medical Checkup Center,,https://umccbd.com/,23.79734,90.4273,52 (Old Ka 15/6 Shaheed Tajuddin Ahmed Ave,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
645,Shuprovath Family Clinic,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.7975,90.3661,RC59+CJF,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
646,B.M. Hospital,,,23.79764,90.3539,·,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
647,Mirpur general hospital physiotherapy centre,,,23.798,90.3524,R9C9+97M Kalshi Rd,Private hospital,Hospital,all,0,,,4.8,,,,,,,,,,,
648,FARAZY DIAGNOSTIC & HOSPITAL LTD,02-8832668,https://specialistdoctorsbd.com/farazy-diagnostic-hospital/,23.79802,90.4278,QCXH+644 Dhaka 1212 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,4.1,0,0,0,0,1,1,1,0,0,0,https://specialistdoctorsbd.com/farazy-diagnostic-hospital/
649,Farazy Diagonistic & Hospital Ltd Natun Bazar,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79818,90.4279,QCXH+644,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
650,M RAHMAN MEDICAL & DIAGONISTIC CENTER,01958-527208,https://mrahmanmedicalbd.com/,23.79825,90.426,Dag No- 9132 Dhaka 1229 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,https://mrahmanmedicalbd.com/
651,Delta Health Care Rampura Limited,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.79828,90.3855,Yes,Private hospital,Hospital,all,0,,,3.6,,,,,,,,,,,
652,Al-Rajhi Hospital Pvt. Ltd.,,,23.79836,90.354,Concord Center Point Kazi Nazrul Islam Ave,Private hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
653,Mohaimid Medical Centre,1755501555,_,23.79849,90.4359,?????? ???? Dhaka 1212 Bangladesh,Private hospital,Clinic,all,0,,3,3,0,0,0,0,1,1,1,0,0,0,
654,Unique General Hospital,,,23.79856,90.3506,House No.17 Road No.1 Block-F Mirpur-1 Beside Electric Office,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
655,Reliance Medical Services,,,23.79857,90.3868,QCJ5+677,Private hospital,Diagnostic,Diagnostic,0,,,4.2,,,,,,,,,,,
656,Hemayetpur Central Hospital (Diagnostic Unit),01679-304547,_,23.79864,90.268,Hemayetpur Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,
657,Labaid Ltd (Diagnostic) Mirpur,10606,https://labaid.com.bd/en/diagnostic/labaid-diagnostic-mirpur,23.79896,90.3541,Rawshan Ara Tower House-06 Block-B Section-01 Kalwalipara Mirpur-01 Dhaka Dhaka 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.5,3.6,0,0,0,0,1,1,1,0,0,0,https://labaid.com.bd/en/diagnostic/labaid-diagnostic-mirpur
658,Labaid Ltd (Diagnostic) Pallabi,10606,https://labaid.com.bd/,23.79896,90.3541,Rawshan Ara Tower House-06 Block-B Section-01 Kalwalipara Mirpur-01 Dhaka Dhaka 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,4,4.5,1,1,1,1,1,1,1,1,1,1,https://labaid.com.bd/
659,Gopalganj Medical And Diagnostic,,_,23.79916,90.4017,H-102 5 Dhaka - Mymensingh Hwy Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
660,Lions Eye Hospital,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.79922,90.3544,Closes soon,Private hospital,Hospital,Eye,0,,,3.8,,,,,,,,,,,
661,Lions Eye Institute & Hospital,,,23.79922,90.3544,Lions Bhaban Begum Rokeya Prof. Abdullah Sarani,Private hospital,Hospital,Eye,0,,,4.3,,,,,,,,,,,
662,Dhaka Hospital,,,23.79928,90.3545,17 D.C RAY Rd,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
663,Hospital,,,23.79928,90.3545,Suite- DI House No: 17/1 Shaptak Mahbuba Grandeur Road No: 6 Dhanmondi R/A Dhaka ঢাকা,Private hospital,Hospital,all,0,,,2.4,,,,,,,,,,,
664,Makka Eye Hospital,,http://www.makkaeyehospitaluttara.com/,23.79928,90.3545,Plot No 6 Rd No. 3,Private hospital,Hospital,Eye,0,,,4.2,,,,,,,,,,,
665,Hospital 27 Plus,,,23.79928,90.3545,House# 16 Road# 16 Old 27/ Genetic Palaza Dhanmondi Dhaka,Private hospital,Hospital,all,0,,,1.9,,,,,,,,,,,
666,AMF Eye Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79928,90.3545,Ta - 136 Gulshan Badda Link Rd,Private hospital,Hospital,Eye,0,,,4,,,,,,,,,,,
667,People's Eye Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.79928,90.3545,Hossain Market,Private hospital,Hospital,Eye,0,,,4.5,,,,,,,,,,,
668,Aalok Healthcare Ltd. (Mirpur-10),,https://www.aalokhealthcare.com/,23.79928,90.3545,House# 1& 2 Road# 2 Block# B Section # 10,Private hospital,Clinic,all,0,,,3.7,,,,,,,,,,,
669,Delta Health Care Mirpur Ltd,,,23.79928,90.3545,11 Central Mosque Bus Stand Mirpur,Private hospital,Hospital,all,0,,,3.9,,,,,,,,,,,
670,Khandker Mahbub Hossain Eye Hospital,,http://www.kmheyehospitaldhaka.com/,23.79928,90.3545,,Private hospital,Hospital,Eye,0,,,3.8,,,,,,,,,,,
671,MEDINET MEDICAL SERVICES (Main Branch),,_,23.7993,90.3549,Commercial Plot No.15 Block-B Main Road Dhaka Bangladesh,Private hospital,Clinic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
672,Medinova medical services-Mirpur 10,,,23.7994,90.3547,R948+JXX Mirpur Rd,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
